ID,TITLE,ADDRESS,PHONE,FAX,EMAIL,TOLL_FREE,URL,DESCRIPTION,AREA,LONGITUDE,LATITUDE
123,ManoRun Farms,"782 Highway 52, Copetown, ON L0R 1T0",(905) 648-9608,,manorunfarm@gmail.com,(905) 648-9608,www.manorun.com,"We only sell 'our own' organic produce through Community Supported Agricultural (CSA) and farmers markets.Pick your share up at the farm and get to choose your vegetables, spend time with the farm animals and see our farm store with some of our other farm products including, jams, pickles, beef, eggs and more! Visit our market stand locations June to October: Dundas Market on Thursdays 3 to 7pm and Westdale on Saturdays 9 to 1 and Ancaster Market on Wednesdays 3 to 7.",Farms,-80.0537478000,43.2349866000
124,Morden's Organic Farm Market,"801 Collinson Rd, Dundas, ON L9H 5E2",905-627-4774,,Sandy801y@aol.com,905-627-4774,www.mordensorganicfarmstore.com,"Organic and wild meats, organic produce, fresh caught fish, dairy, fruits and vegetables, dry goods and more. Check out the baby animals on the farm as well!",Farms,-80.0050455000,43.2920674000
125,Myers Apple Farm,"37 Hwy #52, Copetown,ON L0R 1J0 ",905-627-0420,,,905-627-0420,www.myersapples.com,"Farm Market Store. U-pick from August to October. Sweet cider, pears, plums, 14 varieties of squash, pumpkins, sunflowers, glads, fall decor, corn stalks, straw bales etc. We also sell: jams, jellies, pies, corn, peaches, broccoli, tomatoes, local honey, maple syrup and applie cider vinegar. Farm attractions: come visit our Clydesdale Horses and other friendly various farm animals.",Farms,-80.0579043177,43.2465627356
126,Old 99 Farm,"1580 Old Hwy 99, Copetown, ON",9054-627-1917,,iagraham@rogers.com,9054-627-1917,www.old99farm.locallygrown.net/,"Producing pastured beef, chicken and ducks, organically grown vegetables, eggs, honey and maple syrup in season. Vegetables grown specially for the off-season, in passive solar greenhouses. This is a small farm, a permaculture demonstration site and market garden",Farms,-80.0344990000,43.2451090000
127,Our Father's Farm,"1050 Hwy 5 West, Dundas, ON L9H 5E2",905-628-8195,,gotb17@gmail.com,905-628-8195,www.ourfathersfarm.com,"Welcome to Our Father's Farm. We Are a Source for Certified Organic Fresh and Sun Dried Fruit, Nutritious Apricot Seed Products, Health Information and Prayer.",Farms,-80.0687304000,43.2802141000
128,Parkside Farm,"519 Parkside Drive East, Waterdown, ON L0R 2H1",905-689-4829,,bendikkeboom@gmail.com,905-689-4829,www.parksidefarms.com,"We grow: sweet corn, pumpkins. We also sell: potatoes, tomatoes, vegetables, baked goods, pies, glads, fruit - all from local farmers. Pumpkin Fest - every weekend in October, wagon tours, monster pumpkin balloon, Storybook Forest Trail and pick-your-own pumpkins. School groups welcome.",Farms,-79.8833539621,43.3540115311
129,Peter and Lois Laurenssen's Farm and Greenhouses,"239 10th Concession East, Freelton, ON L0R 1K0",905-659-2807,,loislaur@lara.on.ca,905-659-2807,,"We grow/sell: cucumbers, asparagus, sweet corn, beets, turnips, squash, beans, pumpkins, brussel sprouts, bedding plants, hangers, mixed containers and herbs. Pick-your-own eggplant, peppers, tomatoes. We also have: honey, maple syrup, candles, antiques and collectibles.",Farms,-79.9966629000,43.4049778000
130,Puddicombe Estate Farms and Winery,"1468 Highway 8 Winona, ON L8E 5K9",905-643-1015 ,,info@puddicombefarms.com,905-643-1015 ,www.puddicombefarms.com,"Mr. Mrs. Puddicombe along with their four children and staff mission is to provide families with the opportunity to visit the countryside and embrace what Mother Nature provides us among family and friends. It's the simple things in life that make all the difference and create the best ever-lasting memories. For more than 210 years Puddicombe Estate Farms Winery has harvested its own fruits to provide fresh produce and a wide variety of value added products such as hand-baked pies, jams, jellies, cookies, tarts, strudels, cider, fudge and wines. In the last few years Puddicombe Estate has adopted a field to table approach with all of its catered events serving items grown and picked for the occasion right from the farm or brought in from other local growers within a 100 mile radius of Puddicombe Estate. Puddicombe Estate believes that a farm fresh meal is a very basic yet integral part of maintaining a strong bond with families and friends. We believe this philosophy strengthens our co",Farms,-79.6336449008,43.2048032723
131,Shearlea Acres Farm Market,"3826 Highway 99 Lynden,ON L0R 1T0",519-647-2415,,shearlea.acres@sympatico.ca,519-647-2415,,"Specializing in asparagus, sweet corn, potatoes, pickling cucumbers, cabbage and squash. Everything you need for fall decorations: ornamental corn, gourds, pumpkins, cornstalks, straw, etc. Make your own Scarecrow Days.",Farms,-80.1362367688,43.2292063398
132,Simpler Thyme Organic Farm,"1749 Hwy 6 N, Hamilton, ON L8N 2Z7",905-659-1576,,simpler_thyme@hotmail.com,905-659-1576,,Dundas Farmers Market on Thursdays 3 to 7pm. Makers Market (Christ Church Cathedral) Fridays 3 to 6pm. At our farm on Thursday 7 to 7pm.,Farms,-79.9900229000,43.3651102000
133,Waterhall Farm,"1413 Brock Rd, Dundas, ON L9H 5E4",905-659-0958,,lancome@sympatico.ca,905-659-0958,http://www.waterhallfarm.ca,"Enjoy a unique farm experience - you can purchase from our self serve farm market fresh seasonal vegetables (many heirloom varieties), herbs, cut flowers and vegetables available from May right through until Thanksgiving weekend in October. Take a leisurely stroll through our gardens; visit our shop offering fine antiques vintage collectibles, antique farm machinery museum, a petting zoo on Friday, Saturday and Sunday.",Farms,-80.0294530000,43.3680242000
134,Weir's Lane Lavender & Apiary,"223 Weir's Lane, Dundas, ON L9H 5E1",905-627-9208,,weirslanelavender@gmail.com,905-627-9208,www.weirslanelavender.ca,"We are a lavender farm with bees. Located in West Flamborough (near Dundas). We provide tours of the lavender fields, our native plant pollinator garden, a farm store with handcrafted lavender and bee related items.",Farms,-80.0118718000,43.2675142000
135,William Dam Seeds Ltd.,"279 Highway 8 West Flamborough,ON L9H 5E1",905-628-6641,,info@damseeds.com,905-628-6641,www.damseeds.com,"William Dam Seeds carries award winning seeds and many other varieties of flowers, vegetables and herbs. Hours for viewing from mid-July to October (or frost): Monday-Friday 9am-5pm, Saturday 9am-1pm. Free admission. Tours available for groups of 10 or more- please phone or e-mail to arrange.",Farms,-80.0284132143,43.2681867524
136,Williams Bros.,"444 Concession 4 West, Flamborough, ON L0R 1V0",905-689-6314,,none@none.available,905-689-6314,http://www.environmenthamilton.org/eatlocal/directory/showFruit.php?searchFruit=F19,"'Anything fresher is still growing'. Pick your own strawberries June to July. Hamilton Farmer's Market year round Burlington Farmer's Market. Farm gate sales in June and July. We grow: Rhubarb, strawberries, raspberries, peas, potatoes, tomatoes, apples, pears, beans, corn, melons, cauliflower, broccoli, cabbage, pickling cucumbers.",Farms,-79.9634787000,43.3170837000
137,Will's Christmas Store & Tree Farm,"1974 Concession 2 W R.R. # 1, Lynden, ON ",519 647-2648,,info@willschristmas.com,519 647-2648,http://www.willschristmas.com,This is what a Christmas store should truly be like! The decoration is unique. The building literally stocked to the rafters. The farm setting (or should it be called forest location) is fabulous! A picture perfect Christmas tree farm: - a new crop every year - carefully cultured fir Christmas trees - all the amenities/services make for a great family outing.,Farms,-80.1393012440,43.2480918757
138,Yee Haw Adventure Farm,"1817 8th Concession W., Cambridge, ON N1R 5S2",519-624-0085,,adventurefarm@aol.com,519-624-0085,www.yeehawadventurefarm.com,"A gem of a hillbilly haven located just outside of Cambridge in the heart of Southwestern Ontario. Open every Fall weekend from October 3rd through to October 31st, we open the barn doors to young and old, offering a genuine, down-home on the farm fun experience, with pigraces, haunted barns, farm animals, corn maze, rock climbing, pumpkin patch and a whole lot more. Don't miss the fall farm adventure.",Farms,-80.1576466000,43.3584270000
139,Battlefield House Museum & Park ,"77 King St. W Stoney Creek ,ON L8G 5E5",905-662-8458,,battlefield@hamilton.ca,905-662-8458,http://www.hamilton.ca/battlefield,"NATIONAL HISTORIC SITE.Experience a guided tour of this early 19th century homestead once home to the Gage family. The Gages worked the land with their ten children and became a strong voice in the hamlet of Stoney Creek. During the War of 1812, the family retreated to their cellar as the Battle of Stoney Creek raged outside. The 100-foot-high Battlefield Monument stands as a symbol of peace and commemorates those soldiers who died on June 6, 1813. Nestled under the scenic Niagara Escarpment, this historic site encompasses 32 acres of parkland divided by Battlefield Creek.DON'T MISS the Re-enactment of the Battle of Stoney Creek the first weekend of June - declared one of Ontario's top 100 events by Festivals and Events Ontario!",Museums,-79.7660966006,43.2176066550
140,Canadian Warplane Heritage Museum,"9280 Airport Rd. Hamilton,ON L0R 1W0 ",905-679-4183 ,,museum@warplane.com,905-679-4183 ,www.warplane.com,"Home to over 40 aircraft from WWII to military jets; including an operational Avro Lancaster. Vintage aircraft flying*, restaurant, gift shop, displays, guided tours and lots of plane fun! *conditions apply",Museums,-79.9249948189,43.1598682145
141,Dundas Museum and Archives,"139 Park St. W Dundas, ON L9H 1X8",905-627-7412,,mail@dundasmuseum.ca,905-627-7412,www.dundasmuseum.ca,The people and events that have shaped the Dundas community come to life through the museum's collections and programming. Highlighted is the exhibit 'Cradled in the Valley: Stories of Dundas'.,Museums,-79.9594958278,43.2682444079
142,Dundurn National Historic Site,"610 York Boulevard, Hamilton, ON, L8H 3H1",905-546-2872,,dundurn@hamilton.ca,905-546-2872,www.hamilton.ca/dundurn,"Dundurn Castle -Experience a guided tour of this 40-room Italianate-style villa built in the 1830's on Burlington Heights; the former site of a fortified military encampment established by the British in 1813. Once home to Sir Allan Napier MacNab, railway magnate, lawyer and Premier of the United Canadas (1854-1856) and his family, today Dundurn Castle tells the story of the family who lived above stairs and the servants who lived and worked below stairs to support their affluent lifestyle. Her Royal Highness The Duchess of Cornwall isthe museum's Patron and the great, great, great granddaughter of Sir Allan MacNab.The Kitchen Garden at Dundurn -William Reid was Sir Allan's gardener for over 25 years. Explore his lovingly restored kitchen garden, where we use 1850's tools and varieties to grow food for Dundurn Castle's historic kitchen. Stop by the garden gate for the sights and scents of the 19th century.The Hamilton Military Museum -The tranquil landscape around the Hamilton Military",Museums,-79.8841848582,43.2694704664
143,Erland Lee Museum,"552 Ridge Road, Stoney Creek, ON, L8J 2Y6",905-662-2691,,erlandleehome@fwio.on.ca,905-662-2691,www.fwio.on.ca/erland,"In 1972, the Federated Women's Institutes of Ontario (FWIO) purchased the Lee family home. FWIO wanted to preserve the vintage home as a memorial to the birthplace of the Women's Institutes (WI), and feature the vanished, middle-class, rural Victorian lifestyle. It opened as the Erland Lee Museum the same year, with the exterior and the 1873 additions restored to their 1897 beauty.",Museums,-79.7222769894,43.2067870271
144,Fieldcote Memorial Park & Museum,"64 Sulphur Springs Road, Ancaster, ON, L9G 1L8",905-648-8144,,fieldcote@hamilton.ca,905-648-8144,www.hamilton.ca/fieldcote,"Fieldcote is a cultural heritage centre with an emphasis on the collection, preservation and exhibition of local history, the promotion of fine arts and the celebration of natural heritage through beautiful landscaped gardens and walking trails. Adult workshops and children's activities are available upon request. The site offers rotating exhibitions featuring art and history, a summer concert series, award-winning pesticide-free gardens and a meeting place for local garden, historical and cultural groups.",Museums,-79.9800396450,43.2262309755
145,Griffin House National Historic Site,"733 Mineral Springs Rd. Ancaster,ON L9G 1L8",905-648-8144,,griffinhouse@hamilton.ca,905-648-8144,www.hamilton.ca/museums,"NATIONAL HISTORIC SITE -Visit this preserved early 19th century home, set on a hilltop overlooking the beautiful Dundas Valley. Explore the history of Enerals Griffin and other early Black settlers, and enjoy a walk along nearby trails.",Museums,-80.0029300315,43.2357034794
146,Hamilton Children's Museum,"1072 Main Street East, Hamilton, ON, L8M 1N6",905-546-4848,,childrensmuseum@hamilton.ca,905-546-4848,www.hamilton.ca/childrensmuseum,"Hamilton Children's Museum Grand Re-Opening, Dec. 5, 2015.Located in Gage Park the Hamilton Children's Museum is the perfect place to explore and enjoy family fun year-round. Discover exhibits, workshops and special programs that encourage children and adults to learn through play by engaging in hands-on activities. Round off your experience with a visit to Gage Park and the four-season Tropical House.",Museums,-79.8257509995,43.2435277799
147,Hamilton Military Museum,"610 York Boulevard, Hamilton, ON, L8R 3H1",905-546-2872,,military@hamilton.ca,905-546-2872,www.hamilton.ca/museums,"Burlington Heights where Dundurn Castle and The Hamilton Military Museum now stand was occupied by the British military from 1813 until 1815. Blood Ties to a Gentle Landscape tells the story of the people who lived on and around Burlington Heights during the War of 1812. Located on the main floor, this exhibit showcases the historical figures of this area through documentary evidence, period artifacts as well as stories passed down from one generation to the next by their descendants. On the second floor explore the exhibit Hamilton and Scourge ""“ Sunken Sunset, view a film in our theatre space, experience life as a soldier in our Discovery Gallery and celebrate your family history in our Genealogy Gallery. While on site, don't forget to visit the First World War exhibit located in the Coach House Gallery.There is something for everyone, including games for children.",Museums,-79.8847110512,43.2681814438
148,Hamilton Museum of Steam & Technology,"900 Woodward Avenue, Hamilton, ON, L8H 7N2",905-546-4797,,steammuseum@hamilton.ca,905-546-4797,www.hamilton.ca/steammuseum,"NATIONAL HISTORIC SITE -Witness the social and mechanical life of Canada's early industrial revolution. Housed in a 150-year-old Waterworks, this National Historic Site preserves two 70-ton steam engines, perhaps the oldest surviving Canadian-built engines. The historic Hamilton Waterworks is a Civil and Power Engineering Landmark. The museum offers guided tours, various permanent and changing exhibits and features special events for the whole family, including Live Steamer Days from May through October.",Museums,-79.7719966687,43.2565160905
149,HMCS Haida National Historic Site ,"Pier 9, 658 Catharine St. N Hamilton,ON L8L 4V7",905-526-6742,,haida.info@pc.gc.ca,905-526-6742,www.pc.gc.ca/lhn-nhs/on/haida/index_E.asp,Experience life aboard a WWII Tribal Class Destroyer - Canada's most decorated warship. Walk the decks of the pride of the Royal Canadian Navy.H.M.C.S.Haida saw service in WWII and the Korean War and is the last Tribal Class destroyer in the world!Self-guided tours.,Museums,-79.8621414569,43.2769285213
150,The Hamilton Toy Museum,"1231 Main Street East, Hamilton, ON L8K 1A5",289-489-8222 ,,collecting@cogeco.ca,289-489-8222 ,www.facebook.com/hamiltontoymuseum,"The Hamilton Toy Museum was incorporated in 2010. Since then, members have worked to create a child friendly environment that puts the emphasis on play.Many hands-on activities are available for kids of all ages.All types of vintage toys, dating back well over 100 years, are on display. Toys and related artwork have been donated to the Hamilton Toy Museum from across Canada. Everyone who visits, will find toys they recognize from their childhood.",Museums,-79.8172505000,43.2421368000
151,Westfield Heritage Village,"1049 Regional Road 552 (Kirkwall Road) Rockton,ON L0R 1X0",519-621-8851,,westfield@speedway.ca,519-621-8851,www.westfieldheritage.ca,"History comes alive any Sunday and statutory holiday at Westfield. Carefully restored and staffed with costumed interpreters, the buildings capture the true charm and spirit of early Canadian culture.",Museums,-80.1453594269,43.3198917889
152,Whitehern Historic House & Garden,"41 Jackson St. W Hamilton,ON L8P 1L3 (corner of Jackson & MacNab Streets) ",905-546-2018,,whitehern@hamilton.ca,905-546-2018,www.hamilton.ca/whitehern,"National Historic SiteExperience one of the finest examples of an intact historic home in Canada. Three generations of the McQuesten family lived at Whitehern from 1852 until 1968. Among the last generation were six children who never married. In 1959 the three surviving members of the family bequeathed the home to the City with all its original possessions. It contains elements from many time periods ""“ Georgian, Victorian and Edwardian - dating up to 1939 when the Honourable Thomas McQuesten was Minister of Highways. Explore the heritage of Victorian ideas and possessions that influenced life at Whitehern on the eve of W.W. II.",Museums,-79.8720171068,43.2545846830
153,Workers Art & Heritage Centre,"51 Stuart St. Hamilton, ON L8L 1B5",905-522-3003,,,905-522-3003,http://www.wahc-museum.ca/,"WAHC is a community museum and arts centre that preserves, honours and promotes the history and culture of working people.The Workers Arts and Heritage Centre's mandate is focussed on preserving, honouring, and promoting the culture and history of all working people. The Centre is more than a museum. It was conceived in the late 1980's by a dynamic group of labour historians, artists, and union and community activists who gathered together to discuss the need for a place where workers' history could be celebrated. In 1996, the Workers Arts Heritage Centre opened the doors of its permanent home, the historic Custom House in Hamilton's north end originally built in 1860.",Museums,-79.8673187460,43.2663160995
154,Battlefield Park Garden,"77 King St. W Stoney Creek ,ON L8G 5E5",905-662-8458,,battlefield@hamilton.ca,905-662-8458,http://www.hamilton.ca/battlefield,"The restored 1920s garden in Battlefield Park in Stoney Creek is home to stunning tiered, ornamental gardens and meandering walkways. The expansive gardens provide a peaceful place to reflect on the Battle of Stoney Creek, an event that took place on the site 200 years ago that helped shape Canada as a country. Stroll through the garden and celebrate the birthday of the woman who ensured the preservation of this National Historic Site on Sara Calder Day, a free event held annually in August.",Outdoors,-79.7660966006,43.2176066550
155,Bayfront Park,"200 Harbour Front Dr, Hamilton, ON L8L 1C8",905-546-2489,,none@none.available,905-546-2489,http://www.hamilton.ca/parks-recreation/parks-trails-and-beaches/parks-listing,"Bayfront Park boasts a number of features perfectly suited to a waterfront setting. A six metre wide asphalt pathway provides wonderful opportunities to engage in a variety of leisure activities while enjoying views of the surrounding harbour area, making it a popular spot for walkathons. Gravel and crushed stone pathways located along the lower shoreline offer visitors a quieter, more restful waterfront journey, as well as close proximity to fish and waterfowl.",Outdoors,-79.8724700000,43.2715780000
156,Binbrook Conservation Area,"On the west side of Harrison Rd. between Kirk & Hall Rds., Hamilton",905-692-3228,,binbrook@shaw.ca,905-692-3228,http://www.npca.ca/,"A natural landscape spanning almost 1, 000 acres including a sandy beach, swimming, fishing, canoeing, windsurfing, hiking and a wonderful new splash pad for children to enjoy. Plenty of Free Parking. ",Outdoors,-79.8337970522,43.1001069147
157,Christie Lake Conservation Area,"1000 Highway 5 West, Flamborough",905-628-3060,,christie@conservationhamilton.ca,905-628-3060,http://www.conservationhamilton.ca/parks/visit/christie.asp,"Enjoy swimming, canoeing, fishing from nine stocked ponds and sprawling grounds perfect for family or group picnics and sports. An ideal spot for summer and winter activities.",Outdoors,-80.0261745711,43.2851856197
158,Confederation Park ,"585 Van Wagner's Beach Boulevard, Hamilton, ON",905-547-6141 ,,confed@conservationhamilton.ca,905-547-6141 ,www.conservationhamilton.ca/,"Welcome to Confederation Park, an 93-hectare package of fun and adventure located on the shores of Lake Ontario in Hamilton. Here you'll find some of the area's best food and fun throughout the year. Do the Works with your family and friends at any of our outdoor attractions - from go-karts, batting cages, mini golf, and Wild Waterworks, to restaurants like Hutch's and Baranga's on the Beach. There's also the Lakeland Centre, featuring a swimming pool, splash pad, volleyball basketball courts, a concession and banquet hall.",Outdoors,-79.7567888769,43.2493413809
159,Dundas Valley Conservation Area,"650 Governors Road, Dundas, ON",905-627-1233,,dvalley@conservationhamilton.ca,905-627-1233,www.conservationhamilton.ca,"The Dundas Valley, a favourite destination of nature enthusiasts, featuring a 40-kilometre trail system for hikers, bikers and equestrians and two heritage sites: The Hermitage Ruin and Griffin House.  ",Outdoors,-79.9937427600,43.2484551725
160,Eramosa Karst Conservation Area,"Highland Road and Mount Albion Road, Hamilton, ON CA",905-525-2181,,nature@conservationhamilton.ca,905-525-2181,www.conservationhamilton.ca,"The Eramosa Karst contains examples of 16 different karst features. This karst type and the seven provincially significant features - including caves, dry valleys, soil pipes, solution shafts, sinking streams and overflow sinks. These features are not found anywhere else in Ontario within protected areas.",Outdoors,-79.8114180000,43.1898020000
161,Fieldcote Memorial Park,"64 Sulphur Springs Road, Ancaster, ON, L9G 1L8",905-648-8144,,fieldcote@hamilton.ca,905-648-8144,www.hamilton.ca/fieldcote,"Fieldcote Memorial Park is a beautiful natural setting complete with seven acres of woodland and award-winning naturalized perennial gardens. Enjoy strolling along the woodland trail, and admire the many species of Carolinian plants and flowers. Enjoy memorable outdoor performances by talented musicians at Music at Fieldcote every Sunday evening in July and August from 7pm to 9pm.",Outdoors,-79.9800396450,43.2262309755
162,Fifty Point Conservation Area,"1479 Baseline Road, Winona, ON",905-525-2187,,fiftypt@conservationhamilton.ca,905-525-2187,http://www.conservationhamilton.ca/,"Fifty Point offers a beautiful natural setting and superb marina facilities on Lake Ontario. Enjoy the warm sandy beach, dining at the Landing, camping and group or family picnics. ",Outdoors,-79.6264160008,43.2200504841
163,Gage Park Tropical Greenhouse ,"Gage Park, Hamilton, ON CA",905-546-2424 X 7598 ,,,905-546-2424 X 7598 ,http://www.hamilton.ca/attractions/culture/gage-park-tropical-greenhouse,"A walk through the Tropical Greenhouse takes the visitor through a diverse world of verdant plants, trailing vines and colourful bulbs. The greenhouse is part of the Horticultural facility in beautiful Gage Park off Gage Avenue and Lawrence Road.Location: Enter the Gage Park parking lot off Lawrence Road, just east of Gage Avenue South. Take the pathway at the north side of the parking lot to the Horticulture Depot.Wheelchair Accessible Free ParkingPLEASE NOTE: The Greenhouse will be closing on June 30, 2016 for renovations.",Outdoors,-79.8286771000,43.2421597000
164,Hamilton Waterfront Trail,"47 Discovery Drive, Hamilton, ON L8L 8K4",905-525-4498,,information@hamiltonwaterfront.com,905-525-4498,www.hamiltonwaterfront.com,"The Hamilton Waterfront Trail Extension and the Hamilton Beach Trail are projects of the Hamilton Waterfront Trust. An expanded trail system provides residents and tourists with easy access to significant natural areas, including Cootes Paradise and the Red Hill Valley, as well as landmark attractions such as Dundurn Castle and the Royal Botanical Gardens.",Outdoors,-79.8608380000,43.2764873000
165,Hamiltonian Sightseeing Tour Boat,"47 Discovery Drive, Hamilton, ON L8L 8K4",905 523 4498,,information@hamiltonwaterfront.com,905 523 4498,www.hamiltonwaterfront.com,The 12 passenger tour boat offers a leisurely narrated 60 minute tour of the Hamilton harbour with the captain providing interesting stories and history of one of North America's most noteworthy harbours.,Outdoors,-79.8608380000,43.2764873000
166,Harbour West Marina,"1 Guise Street, Hamilton, ON L8L 8B4",905-525-3622,,info@harbourwest.ca,905-525-3622,www.harbourwest.ca,"Harbour West Marina offers everything you need for a pleasurable boating experience. ""“ Full service fuel dock ""“ Wifi ""“ BBQ pavilion ""“ Washrooms Laundry ""“ Bike rentals nearby Summer slips available, or just come spend the weekend with us! Make Harbour West your home base to explore everything Hamilton Has to offer!",Outdoors,-79.8624888000,43.2736199000
178,The Zoetic Theatre & Creative Arts Company,"526 Concession Street, Hamilton, ON L8V 1A6",905-902-5683,,,905-902-5683,www.thezoetic.ca,"The Zoetic Theatre Creative Arts Company is a group of creative professionals who love the worlds of film, theatre, dance, music, and media. We are passionate about creating and performing within these disciplines and constantly pursuing endeavours that we can be proud to share with the public. Inside these walls at 526 Concession is creative space. This includes an historic theatre around which other professional creative disciplines are buzzing - from film and television production to dance and the performing arts.",Performing Arts,-79.8537227000,43.2411965000
179,"Theatre Aquarius, Dofasco Centre for the Arts","190 King William St Hamilton, ON L8R 1A8",905-522-7529,,aquarius@theatreaquarius.org,905-522-7529,www.theatreaquarius.org,"Enjoy world-class productions at Hamilton's professional theatre, September to May. Featuring traditional and contemporary dramas, warm comedies, sparkling musicals, classic children's shows in a state of the art facility.",Performing Arts,-79.8618215399,43.2552132758
180,Ancaster Heritage Village BIA,"223 Wilson St E, Ancaster, ON L9G 2B8",289-239-7828,,executivedirector@shopancastervillage.com,289-239-7828,http://www.ancasterheritagevillage.com,"For dining, shopping and much more, the Ancaster Heritage Village offers one of a kind shops and services in a beautiful environment.",Shopping,-79.9790540000,43.2239260000
181,Barton Village Shopping District ,"406 Barton St. E Hamilton,ON L8L 2Y3",905-540-9472,,info@bartonvillage.ca,905-540-9472,http://www.bartonvillage.ca,"This corridor features award-winning Portuguese restaurants, along with new businesses, galleries and restaurants, all with an international flavour. Experience the historical Barton Village Shopping District. It's yours to re-discover.",Shopping,-79.8481399981,43.2596856904
182,Centre Mall,"1227 Barton Street East Hamilton, ON L8N 2V4",905-547-1629,,,905-547-1629,http://www.centremall.ca/home/index.ch2,"A landmark in Hamilton for over 50 years, Centre Mall has over 90 stores and services for all your everyday needs. Located at Barton and Kenilworth. ",Shopping,-79.8102761214,43.2516627638
183,Collective Arts Brewery,"207 Burlington Street East, Hamilton , ON L8L 4H2",(289) 426-2374,,info@collectiveartsbrewing.com,(289) 426-2374,http://collectiveartsbrewing.com/home/,"Collective Arts Brewing is a grassroots craft brewer based in Ontario that aims to fuse the creativity of craft beer with the inspired talents of emerging artists, musicians and filmmakers. Matt Johnston and Bob Russell founded Collective Arts Brewing on two beliefs: The first that creativity fosters creativity. And the second, that creativity yields delicious pints. Each of our beers is a work of art. On the inside, we proudly brew some of the most well-crafted beers with the help of our brewmaster, Ryan Morrow.",Shopping,-79.8530340000,43.2707970000
184,Concession Street Shopping District ,"576 Concession St. Hamilton,ON L8V 1B1",289-933-8899,,info@concessionstreet.net,289-933-8899,www.concessionstreet.net,"Concession Street Where Neighbours Meet. Enjoy the view from Sam Lawrence Park, then continue east along Concession Street to experience the friendly atmosphere of Hamilton mountain's original business district.",Shopping,-79.8442028344,43.2389719942
185,Downtown Dundas Shopping District,"8 Cameron Ave. Dundas, ON L9H 1P5",905-628-3217,,info@downtowndundas.ca,905-628-3217,www.downtowndundas.ca,"Downtown Dundas: Experience the Charm of a historic town with unique architecture, quaint shops and friendly businesses, and the Flair of sophisticated merchandise and quality service.",Shopping,-79.9568474668,43.2664744084
186,Downtown Hamilton Shopping District,"20 Hughson St. S Suite 807 Hamilton,ON L8N 2A1 ",905-523-1646,,info@downtownhamilton.org,905-523-1646,www.downtownhamilton.org,"The Downtown Hamilton Shopping District comprises 430 businesses and 187 property owners located from MacNab St. on the west, Hunter St. to the South, Mary St. to the east and York Blvd to the North. It works to develop successful private and public partnerships to promote Downtown Hamilton as a safe, attractive place to work, live, shop, play and learn and a welcoming, prosperous, diverse and accessible community and THE DESTINATION for essential, creative and energetic businesses.",Shopping,-79.8683428701,43.2553444233
187,Dutch Mill Country Market,"533 Millgrove Side Road, Waterdown, ON, L0R 2H2",905-689-7253,,dutchmill@sympatico.ca,905-689-7253,www.thedutchmill.ca,"Dutch Mill Country Market is a unique and inviting experience. The Tea Room is relaxing and welcoming, come in and treat yourself to a hearty breakfast served weekends and holidays or a delicious lunch served daily. Visit the Garden Centre or browse the store for unique gifts and special treasures. We all know kids just wanna have fun so bring them out and visit the rabbits, goats, chickens, lambs and lamas, play in the park on a wooden train and so much more.",Shopping,-79.9499016657,43.3063314028
188,Eastgate Square ,"75 Centennial Parkway North, Stoney Creek, ON, L8E 2P2",905-561-2444,,,905-561-2444,www.eastgatesquare.ca,Shopping Centre with over 100 shops and services. Check out www.eastgatesquare.ca for more information.,Shopping,-79.7659313817,43.2306156575
189,Hamilton City Centre,"77 James St. North Hamilton,ON L8R 2K3",905-522-7808,,,905-522-7808,http://www.hamiltoncitycentremall.com/,"Located in the heart of the City. A complex consisting of 27 shops, services, offices and food court. A place to shop, work and eat.",Shopping,-79.8684304970,43.2588561485
190,International Village Shopping District ,"249 King St E. Hamilton, ON 1C0",905-522-1778,,info@hamiltoninternationalvillage.ca,905-522-1778,www.hamiltoninternationalvillage.ca,"Come visit International Village, one of Hamilton's hot spots. Dine, shop and explore the arts - all celebrated with an 'international flair'. Main St. E, King St. E. King William St. from Mary St. to West Ave., in Downtown Hamilton. From the Eclectic to the Elegant, Captivate your Senses in International Village!",Shopping,-79.8630217961,43.2547100875
191,King Street West Shopping District ,"300 King St. W. Hamilton,ON L8P 1B1",905-529-8199,,kingwestbia@yahoo.ca,905-529-8199,http://www.investinhamilton.ca/downtown-bia/business-improvement-areas/king-street-west/,"King Street West welcomes you to its neighbourhood with a wide selection of restaurants boutiques. Conveniently located two blocks west of the Sheraton Hotel, Hamilton Convention Centre and FirstOntario Centre.",Shopping,-79.8770337432,43.2588961842
192,Leaning Post Winery,"1491 Hwy 8, Stoney Creek, ON L8E 5K9",905-643-9795,,wine@leaningpostwines.com,905-643-9795,www.leaningpostwines.com,"Welcome to Leaning Post! A leaning post is what you find at the beginning of a row of grapes, anchoring the wires that are the frame-work for growing grapevines. It is the beginning of an obsession to translate a time and place into liquid. Leaning Post wines take you to that beginning by finding small, unique plots of land in Niagara and putting them in bottle. Because after stripping away all the fancy buildings and high-tech equipment you are left with a place on this earth that grows wine unlike any other. When you taste that in a glass you just know it.",Shopping,-79.6314787000,43.2062929000
